goal	target	indicator	seriesCode	seriesDesc	release	geoAreaCode	geoAreaName	parentCode	parentName	type	ISO3	UN_Member	X	Y	unitsCode	unitsDesc	unitmultiplierCode	unitmultiplierDesc	reportingTypeCode	reportingTypeDesc	valueDetails	footnotes	sources	timeDetails	nature	value_2000	value_2001	value_2002	value_2003	value_2004	value_2005	value_2006	value_2007	value_2008	value_2009	value_2010	value_2011	value_2012	value_2013	value_2014	value_2015	value_2016	value_2017	value_latest_year	latest_year
17	17.8	17.8.1	IT_USE_ii99	Internet users per 100 inhabitants	2019.Q1.G.03	499	Montenegro	039	Southern Europe	Country	MNE	1	19.25214024	42.78717043	PER_100_POP	Per 100 population						Population age 16-74.	Agency for Telecommunications and Postal Services. // Eurostat. // ITU estimate. // Statistical Office of Montenegro // Statistical Office of Montenegro - MONSTAT // Statistical Office of Montenegro.		NA: Data nature not available					25.35	27.1	28.9	30.8	32.9	35.1	37.5	35.61	56.84	60.31	61.0	68.12	69.88	71.27	71.27	2017
17	17.8	17.8.1	IT_USE_ii99	Internet users per 100 inhabitants	2019.Q1.G.03	500	Montserrat	029	Caribbean	Country	MSR	0	-62.19261223	16.73558313	PER_100_POP	Per 100 population							Data based on the World Telecommunication/ICT Indicators Database, 2018, International Telecommunication Union (ITU) // ITU estimate. // Ministry of Communications & Works // Statistics Department		NA: Data nature not available							25.91	20.43	20.32	20.26	35.0	54.55							54.55	2011
17	17.8	17.8.1	IT_USE_ii99	Internet users per 100 inhabitants	2019.Q1.G.03	504	Morocco	015	Northern Africa	Country	MAR	1	-6.281942841	31.8440131	PER_100_POP	Per 100 population						Estimate for population age 6-74 in electrified areas (98% of households are in electrified areas (with 86,4% in rural areas)). // Population age 12-65 using Internet at least once during the last month. // Population age 12-65. // Population age 12-65. Living in electrified areas. // Population age 5+ using Internet in the last 3 months. // Population aged 5 to 75 using Internet in the last 12 months. // Population aged 5 to 75 using Internet in the last 3 months. // Population aged 6 to 74 using Internet in the last 12 months.	AGENCE NATIONALE DE REGLEMENTATION DES TELECOMMUJNICATIONS // Agence Nationale de Réglementation des Télécommunications // Agence Nationale de Réglementation des Télécommunications. // Agence nationale de réglementation des télécommunications.		NA: Data nature not available	0.69	1.37	2.37	3.35	11.61	15.08	19.77	21.5	33.1	41.3	52.0	46.11	55.42	56.0	56.8	57.08	58.27	61.76	61.76	2017
17	17.8	17.8.1	IT_USE_ii99	Internet users per 100 inhabitants	2019.Q1.G.03	508	Mozambique	014	Eastern Africa	Country	MOZ	1	38.18479941	-14.27963886	PER_100_POP	Per 100 population							INCM // ITU Estimate. // ITU estimate. // Instituto Nacional das Comunicações de Moçambique (INCM). // Instituto Nacional das Comunicaçőes de Moçambique // Telecomunicaçoes de Moçambique (TDM).		NA: Data nature not available	0.11	0.16	0.26	0.42	0.68	0.85	0.84	0.91	1.56	2.68	4.17	4.3	6.0	7.29	9.24	16.93	17.52	20.77	20.77	2017
17	17.8	17.8.1	IT_USE_ii99	Internet users per 100 inhabitants	2019.Q1.G.03	512	Oman	145	Western Asia	Country	OMN	1	57.87743482	21.98805614	PER_100_POP	Per 100 population						Based on the number of Internet subscriptions, a multiplier of 3.54 was used to estimate the proportion of Internet users.  // Excl. mobile Internet users.  // Population age 5+. Census. // Population age 5+. Excluding population living in workers’ camps.	Data based on the World Telecommunication/ICT Indicators Database, 2018, International Telecommunication Union (ITU) // ITA. // ITU Estimate. // ITU estimate. // Information Technology Authority (ITA). // Telecommunication Regulatory Authority // Telecommunications Regulatory Authority		NA: Data nature not available	3.52	5.89	6.87	7.26	6.76	6.68	8.3	16.68	20.0	26.8	35.83	48.0	60.0	66.45	70.22	73.53	76.85	80.19	80.19	2017
17	17.8	17.8.1	IT_USE_ii99	Internet users per 100 inhabitants	2019.Q1.G.03	516	Namibia	018	Southern Africa	Country	NAM	1	17.21907885	-22.13817068	PER_100_POP	Per 100 population							Central Bureau of Statistics // ITU Estimate. // ITU estimate. // Namibian Communications Commission (NCC). // Telecom Namibia.		NA: Data nature not available	1.64	2.42	2.63	3.36	3.8	4.01	4.4	4.84	5.33	6.5	11.6	12.0	12.94	13.9	14.84	25.69	31.03	36.84	36.84	2017
17	17.8	17.8.1	IT_USE_ii99	Internet users per 100 inhabitants	2019.Q1.G.03	520	Nauru	057	Micronesia	Country	NRU	1	166.92313	-0.528742623	PER_100_POP	Per 100 population						Population age 15+.	Data based on the World Telecommunication/ICT Indicators Database, 2018, International Telecommunication Union (ITU) // ITU estimate. // Nauru Bureau of Statistics  Government Ministry of Finance		NA: Data nature not available		2.99										54.0						57.0	57.0	2017
17	17.8	17.8.1	IT_USE_ii99	Internet users per 100 inhabitants	2019.Q1.G.03	524	Nepal	034	Southern Asia	Country	NPL	1	83.94678863	28.25866332	PER_100_POP	Per 100 population						December 2001. // December.	ITU Estimate. // ITU estimate. // Nepal Telecom. // Nepal Telecommunications Authority // Nepal Telecommunications Authority (NTA).		NA: Data nature not available	0.2	0.24	0.31	0.38	0.45	0.83	1.14	1.41	1.73	1.97	7.93	9.0	11.15	13.3	15.44	17.58	19.69	21.4	21.4	2017
17	17.8	17.8.1	IT_USE_ii99	Internet users per 100 inhabitants	2019.Q1.G.03	528	Netherlands	155	Western Europe	Country	NLD	1	5.331480568	51.86728884	PER_100_POP	Per 100 population						 Users in the last 3 months. //  Users in the last 3 months. Age 16-74. // Break in series. Population age 12+. // Population age 12+. // Population age 16-74 using Internet in the last 12 months. // Population age 16-74 using Internet in the last 3 months. // Population age 16-74.	Eurostat. // Independent Post and Telecommunications Authority (OPTA). // KPN, Libertel. // Statistics Netherlands // Statistics Netherlands.		NA: Data nature not available	43.98	49.37	61.29	64.35	68.52	81.0	83.7	85.82	87.42	89.63	90.72	91.42	92.86	93.96	91.67	91.72	90.41	93.2	93.2	2017
17	17.8	17.8.1	IT_USE_ii99	Internet users per 100 inhabitants	2019.Q1.G.03	530	Netherlands Antilles	029	Caribbean	Country	ANT	0	-68.30676179	12.22720635																															
17	17.8	17.8.1	IT_USE_ii99	Internet users per 100 inhabitants	2019.Q1.G.03	531	Curaçao	029	Caribbean	Country	CUW	0	-68.95033464	12.15058042	PER_100_POP	Per 100 population							ITU Estimate.		NA: Data nature not available																	61.86		61.86	2016
17	17.8	17.8.1	IT_USE_ii99	Internet users per 100 inhabitants	2019.Q1.G.03	533	Aruba	029	Caribbean	Country	ABW	0	-69.97050586	12.50878756	PER_100_POP	Per 100 population							ITU Estimate. // ITU estimate. // Servicio di Telecomunicacion di Aruba (SETAR).		NA: Data nature not available	15.44	17.1	18.8	20.8	23.0	25.4	28.0	30.9	52.0	58.0	62.0	69.0	74.0	78.9	83.78	88.66	93.54	97.17	97.17	2017
17	17.8	17.8.1	IT_USE_ii99	Internet users per 100 inhabitants	2019.Q1.G.03	534	Sint Maarten (Dutch part)	029	Caribbean	Country	SXM	0	-63.06198692	18.03926508																															
17	17.8	17.8.1	IT_USE_ii99	Internet users per 100 inhabitants	2019.Q1.G.03	540	New Caledonia	054	Melanesia	Country	NCL	0	165.5067368	-21.41742531	PER_100_POP	Per 100 population							ITU estimate. // ITU estimate.  // Office des Postes et Télécommunications de Nouvelle-Calédonie // Office des Postes et des Télécommunications (OPT).		NA: Data nature not available	13.94	18.24	22.39	26.41	30.3	32.36	33.52	35.05	34.51	33.99	42.0	50.0	58.0	66.0	70.0	74.0		82.01	82.01	2017
17	17.8	17.8.1	IT_USE_ii99	Internet users per 100 inhabitants	2019.Q1.G.03	548	Vanuatu	054	Melanesia	Country	VUT	1	167.0679779	-15.34445547	PER_100_POP	Per 100 population							Data based on the World Telecommunication/ICT Indicators Database, 2018, International Telecommunication Union (ITU) // ITU Estimate. // ITU estimate. // ITU estimate.  // Office of the Vanuatu Telecom Regulator // Vanuatu National Statistics Office.		NA: Data nature not available	2.11	2.83	3.51	3.9	4.75	5.08	5.85	6.8	7.27	7.5	8.0	9.2	10.6	11.3	18.8	22.35	24.0	25.72	25.72	2017
17	17.8	17.8.1	IT_USE_ii99	Internet users per 100 inhabitants	2019.Q1.G.03	554	New Zealand	053	Australia and New Zealand	Country	NZL	1	170.4755673	-43.98721568	PER_100_POP	Per 100 population						Estimate based on survey's results. Population age 15+. // Population age 15+. // Recent users are those who used the Internet in the last 12 months. Individuals age 15+.	ITU Estimate. // ITU estimate. // ITU estimates. // Statistics New Zealand // Statistics New Zealand.		NA: Data nature not available	47.38	53.24	59.08	60.96	61.85	62.72	69.0	69.76	72.03	79.7	80.46	81.23	81.64	82.78	85.5	88.22	88.47	90.81	90.81	2017
17	17.8	17.8.1	IT_USE_ii99	Internet users per 100 inhabitants	2019.Q1.G.03	558	Nicaragua	013	Central America	Country	NIC	1	-85.03060315	12.84210839	PER_100_POP	Per 100 population							Data based on the World Telecommunication/ICT Indicators Database, 2018, International Telecommunication Union (ITU) // ITU Estimate. // ITU estimate. // Instituto Nacional de Información de Desarrollo // Instituto Nicaraguense de Telecomunicaciones y Correos		NA: Data nature not available	0.98	1.45	1.71	1.88	2.32	2.57	2.81	3.9	5.3	7.3	10.0	10.6	13.5	15.5	17.6	19.7	24.57	27.86	27.86	2017
17	17.8	17.8.1	IT_USE_ii99	Internet users per 100 inhabitants	2019.Q1.G.03	562	Niger	011	Western Africa	Country	NER	1	9.400167877	17.42143036	PER_100_POP	Per 100 population							Data based on the World Telecommunication/ICT Indicators Database, 2018, International Telecommunication Union (ITU) // ITU estimate. // Institut National de la Statistique // Institut National de la Statistique (INS). // Ministère des Postes, des Télécommunications et de l'Economie Numérique		NA: Data nature not available	0.04	0.11	0.13	0.16	0.19	0.22	0.29	0.39	0.7	0.76	0.83	0.9	1.05	1.15	1.25	2.48	4.32	10.22	10.22	2017
17	17.8	17.8.1	IT_USE_ii99	Internet users per 100 inhabitants	2019.Q1.G.03	566	Nigeria	011	Western Africa	Country	NGA	1	8.097363256	9.585789025	PER_100_POP	Per 100 population							ITU estimate. // NCC estimate. // Nigerian Communications Commission (NCC). // Nigerian Telecommunications Plc (NITEL).		NA: Data nature not available	0.06	0.09	0.32	0.56	1.29	3.55	5.55	6.77	8.0	9.3	11.5	13.8	16.1	19.1	21.0	24.5	25.67	27.68	27.68	2017
17	17.8	17.8.1	IT_USE_ii99	Internet users per 100 inhabitants	2019.Q1.G.03	570	Niue	061	Polynesia	Country	NIU	0	-169.8601693	-19.05000475	PER_100_POP	Per 100 population							Data based on the World Telecommunication/ICT Indicators Database, 2018, International Telecommunication Union (ITU) // ITU estimate.		NA: Data nature not available	26.51	32.66	39.15	43.13	47.34	51.7	56.25	61.01	65.92	74.48	76.97	79.56							79.56	2011
17	17.8	17.8.1	IT_USE_ii99	Internet users per 100 inhabitants	2019.Q1.G.03	574	Norfolk Island	053	Australia and New Zealand	Country	NFK	0	167.9515548	-29.03230018																															
17	17.8	17.8.1	IT_USE_ii99	Internet users per 100 inhabitants	2019.Q1.G.03	578	Norway	154	Northern Europe	Country	NOR	1	11.47846389	61.34311134	PER_100_POP	Per 100 population						 Users in the last 3 months. //  Users in the last 3 months. Age 16-74. // Last 3 months. // Population age 16-74. // Population age 16-74.  	Eurostat // Eurostat. // ITU estimate. // Statistics Norway		NA: Data nature not available	52.0	64.0	72.84	78.13	77.69	81.99	82.55	86.93	90.57	92.08	93.39	93.49	94.65	95.05	96.3	96.81	97.3	96.51	96.51	2017
17	17.8	17.8.1	IT_USE_ii99	Internet users per 100 inhabitants	2019.Q1.G.03	580	Northern Mariana Islands	057	Micronesia	Country	MNP	0	145.7582114	15.19099517																															
17	17.8	17.8.1	IT_USE_ii99	Internet users per 100 inhabitants	2019.Q1.G.03	581	United States Minor Outlying Islands	057	Micronesia	Country	UMI	0	-162.4343752	5.874443968																															
17	17.8	17.8.1	IT_USE_ii99	Internet users per 100 inhabitants	2019.Q1.G.03	583	Micronesia (Federated States of)	057	Micronesia	Country	FSM	1	158.225216	6.880670092																															
17	17.8	17.8.1	IT_USE_ii99	Internet users per 100 inhabitants	2019.Q1.G.03	584	Marshall Islands	057	Micronesia	Country	MHL	1	171.0839119	7.110213497	PER_100_POP	Per 100 population							ITU Estimate. // ITU estimate. // National Telecommunications Authority.		NA: Data nature not available	1.53	1.71	2.34	2.57	3.6	3.88	3.8	3.95	4.6	5.6	7.0	10.0	12.5	14.0	16.8	19.28	29.79	38.7	38.7	2017
17	17.8	17.8.1	IT_USE_ii99	Internet users per 100 inhabitants	2019.Q1.G.03	585	Palau	057	Micronesia	Country	PLW	1	134.5733878	7.502307591	PER_100_POP	Per 100 population							Data based on the World Telecommunication/ICT Indicators Database, 2018, International Telecommunication Union (ITU)		NA: Data nature not available			20.24	21.6	26.97														26.97	2004
17	17.8	17.8.1	IT_USE_ii99	Internet users per 100 inhabitants	2019.Q1.G.03	586	Pakistan	034	Southern Asia	Country	PAK	1	68.80479684	29.36491634	PER_100_POP	Per 100 population							BPS. // Data based on the World Telecommunication/ICT Indicators Database, 2018, International Telecommunication Union (ITU) // ITU estimate. // ITU estimate.  // Pakistan Bureau of Statistics.		NA: Data nature not available		1.32	2.58	5.04	6.16	6.33	6.5	6.8	7.0	7.5	8.0	9.0	9.96	10.9	12.0	14.0	15.51	15.51	15.51	2017
17	17.8	17.8.1	IT_USE_ii99	Internet users per 100 inhabitants	2019.Q1.G.03	591	Panama	013	Central America	Country	PAN	1	-81.26616623	8.450965746	PER_100_POP	Per 100 population						  Multipliers were applied to residential and commercial suscriptions, taking into account the average size of households and employees per business. // Multipliers were applied to residential and commercial suscriptions, taking into account the average size of households and employees per business. // Population age 10+ // Population age 10+. // Preliminary. // last 6 months. Population age 10+.	Autoridad Nacional de los Servicios Públicos // Autoridad Nacional de los Servicios Públicos (ASEP) // CONTRALORIA GENERAL - INSTITUTO NACIONAL DE ESTADÌSTICA Y CENSO // Data based on the World Telecommunication/ICT Indicators Database, 2018, International Telecommunication Union (ITU) // ITU Estimate. // ITU estimate. // Instituto Nacional de Estadística y Censo		NA: Data nature not available	6.55	7.27	8.52	9.99	11.14	11.48	17.35	22.29	33.82	39.08	40.1	42.7	40.3	44.03	44.92	51.21	54.0	57.87	57.87	2017
17	17.8	17.8.1	IT_USE_ii99	Internet users per 100 inhabitants	2019.Q1.G.03	598	Papua New Guinea	054	Melanesia	Country	PNG	1	145.8587761	-6.756057077	PER_100_POP	Per 100 population						Population age 10+.	ITU Estimate. // ITU estimate. // National Information & Communications Technology Authority // Telikom PNG.		NA: Data nature not available	0.84	0.9	1.32	1.37	1.51	1.72	1.75	1.79	1.15	1.61	1.28	2.0	3.5	5.1	6.5	7.9	9.6	11.21	11.21	2017
17	17.8	17.8.1	IT_USE_ii99	Internet users per 100 inhabitants	2019.Q1.G.03	600	Paraguay	005	South America	Country	PRY	1	-60.54854225	-21.70216237	PER_100_POP	Per 100 population						Estimated based on Survey's results. Population age 10+. // Population age 10+ using internet in the last 3 months.  // Population age 10+.	Comisión Nacional de Telecomunicaciones // Comisión Nacional de Telecomunicaciones. // Direccion General de Estadistica, Encuestas y Censos // Dirección General de Estadística, Encuestas y Censos // Dirección General de Estadística, Encuestas y Censos (DGEEC) // Dirección de Encuestas a Hogares, DGEEC // ITU estimate.		NA: Data nature not available	0.75	1.1	1.79	2.11	3.45	7.91	7.96	11.21	14.27	18.9	19.8	24.76	29.34	36.9	43.0	49.72	53.4	61.08	61.08	2017
17	17.8	17.8.1	IT_USE_ii99	Internet users per 100 inhabitants	2019.Q1.G.03	604	Peru	005	South America	Country	PER	1	-71.82093277	-13.58939705	PER_100_POP	Per 100 population						El periodo de referencia es el mes anterior. // Estimated based on Survey's results (2003 and 2008). // Población de 6 y más  años de edad // Population age 6+ using Internet in the last month. // Population age 6+.	INSTITUTO NACIONAL DE ESTADÍSTICA E INFORMÁTICA (INEI) // ITU estimate based on INEI. // ITU estimate. // Instituto Nacional de Estadistica e Informatica // Instituto Nacional de Estadistica e Informatica. // Instituto Nacional de Estadística e Informática // Maximixe estimate. // Ministerio de Transportes y Comunicaciones		NA: Data nature not available	3.08	7.58	8.97	11.6	14.1	17.1	20.7	25.2	30.57	31.4	34.77	36.01	38.2	39.2	40.2	40.9	45.46	48.73	48.73	2017
17	17.8	17.8.1	IT_USE_ii99	Internet users per 100 inhabitants	2019.Q1.G.03	608	Philippines	035	South-Eastern Asia	Country	PHL	1	120.8601418	14.16591706	PER_100_POP	Per 100 population						Population aged 10-64.	ITU Estimate. // ITU estimate. // NATIONAL TELECOMMUNICATIONS COMMISSION // National Telecommunications Commission (NTC). // Office of the National Statistician.		NA: Data nature not available	1.98	2.52	4.33	4.86	5.24	5.4	5.74	5.97	6.22	9.0	25.0	29.0	36.24	48.1	49.6	53.7	55.5	60.05	60.05	2017
17	17.8	17.8.1	IT_USE_ii99	Internet users per 100 inhabitants	2019.Q1.G.03	612	Pitcairn	061	Polynesia	Country	PCN	0	-128.3225873	-24.37538456																															
17	17.8	17.8.1	IT_USE_ii99	Internet users per 100 inhabitants	2019.Q1.G.03	616	Poland	151	Eastern Europe	Country	POL	1	19.40660158	52.1226733	PER_100_POP	Per 100 population						 Users in the last 3 months. //  Users in the last 3 months. Age 16-74. // Population age 16-74. // Population age 16-74. Last three months. // individuals aged 16-74 who use the Internet in the last 3 months 	Central Statistical Office // Central Statistical Office. // Eurostat. // Office of Electronic Communications.		NA: Data nature not available	7.29	9.9	21.15	24.87	32.53	38.81	44.58	48.6	53.13	58.97	62.32	61.95	62.31	62.85	66.6	68.0	73.3	75.99	75.99	2017
17	17.8	17.8.1	IT_USE_ii99	Internet users per 100 inhabitants	2019.Q1.G.03	620	Portugal	039	Southern Europe	Country	PRT	1	-7.961599811	39.68509315	PER_100_POP	Per 100 population						 Users in the last 3 months. //  Users in the last 3 months. Age 16-74. // Population age 16-74 using Internet in the last 3 months. // Population age 16-74.	EuroBarometer. ITU estimate. UMIC. // Eurostat // Eurostat. // Instituto Nacional de Estatistica // Instituto Nacional de Estatistica.		NA: Data nature not available	16.43	18.09	19.37	29.67	31.78	34.99	38.01	42.09	44.13	48.27	53.3	55.25	60.34	62.1	64.59	68.63	70.42	73.79	73.79	2017
17	17.8	17.8.1	IT_USE_ii99	Internet users per 100 inhabitants	2019.Q1.G.03	624	Guinea-Bissau	011	Western Africa	Country	GNB	1	-14.40182514	12.11760394	PER_100_POP	Per 100 population							Data based on the World Telecommunication/ICT Indicators Database, 2018, International Telecommunication Union (ITU) // ITU Estimate. // ITU estimate. // Instituto das Comunicaçoes da Guiné-Bissau.		NA: Data nature not available	0.23	0.3	1.02	1.35	1.81	1.9	2.06	2.21	2.35	2.3	2.45	2.67	2.89	3.1	3.32	3.54	3.76	3.93	3.93	2017
17	17.8	17.8.1	IT_USE_ii99	Internet users per 100 inhabitants	2019.Q1.G.03	626	Timor-Leste	035	South-Eastern Asia	Country	TLS	1	125.9451052	-8.797497247	PER_100_POP	Per 100 population							Communication Regulatory Authority. // ITU Estimate. // ITU estimate.		NA: Data nature not available			0.0			0.1	0.5	1.0	1.5	2.0	3.0	4.0	7.0	11.0	17.5	23.0	25.25	27.49	27.49	2017
17	17.8	17.8.1	IT_USE_ii99	Internet users per 100 inhabitants	2019.Q1.G.03	630	Puerto Rico	029	Caribbean	Country	PRI	0	-66.47591017	18.22753799	PER_100_POP	Per 100 population						Population age 12+.  // Population age 18+. // Source: Connect Puerto Rico. 2012 Connect Puerto Rico Residential Technology Assessment. www.connectpr.org // Source: Estudios Técnicos, Inc., Estudio de comportamiento sobre el uso de medios digitales y móviles, 2011.  Reference population: All inhabitants 12 years and older.   // Source: Estudios Técnicos, Inc., Internet Pulse, 2008.  Reference population: All inhabitants 12 years and older.   // Source: Estudios Técnicos, Inc., Internet Pulse, 2010.  Reference population: All inhabitants 12 years and older.  	ITU estimate. // ITU estimate.  // Instituto de Estadisticas de Puerto Rico // Instituto de Estadísticas de Puerto Rico // Puerto Rico Institute of Statistics // Puerto Rico Telephone Company (PRTC).		NA: Data nature not available	10.47	15.63	17.55	19.71	22.13	23.4	25.44	27.86	38.0	41.5	45.3	48.0	69.0	69.0		63.47	68.64	72.75	72.75	2017
17	17.8	17.8.1	IT_USE_ii99	Internet users per 100 inhabitants	2019.Q1.G.03	634	Qatar	145	Western Asia	Country	QAT	1	51.19152467	25.28355379	PER_100_POP	Per 100 population						Mainstream population age 15+ living in households.  // Overall population. // Preliminary. Refers to overall population. // Refers to overall population. // Refers to overall population. 	Data based on the World Telecommunication/ICT Indicators Database, 2018, International Telecommunication Union (ITU) // ITU Estimate. // ITU estimate. // Ministry Of Information & Communication Technology (ictQATAR) // Ministry Of Transport and Communications // Supreme Council of Information & Communication Technology  // ictQATAR		NA: Data nature not available	4.86	6.17	10.23	19.24	20.7	24.73	28.97	37.0	44.3	53.1	69.0	69.0	69.3	85.3	91.49	92.88	94.29	95.94	95.94	2017
17	17.8	17.8.1	IT_USE_ii99	Internet users per 100 inhabitants	2019.Q1.G.03	638	Réunion	014	Eastern Africa	Country	REU	0	55.53171398	-21.13183266	PER_100_POP	Per 100 population							Data based on the World Telecommunication/ICT Indicators Database, 2018, International Telecommunication Union (ITU) // ITU estimate.		NA: Data nature not available	13.82	16.3	20.05	23.67	25.89	28.06	30.18	32.25	34.29	36.28									36.28	2009
17	17.8	17.8.1	IT_USE_ii99	Internet users per 100 inhabitants	2019.Q1.G.03	642	Romania	151	Eastern Europe	Country	ROU	1	24.98481009	45.83893563	PER_100_POP	Per 100 population						 Users in the last 3 months. //  Users in the last 3 months. Age 16-74. // Estimated based on Survey's results. Population age 16-74. // Number of individuals internet user in the last 3 months // Population age 16-74.	Eurostat // Eurostat. // ITU estimate based on Eurostat. // National Institute of Statistics // National Institute of Statistics. // National Regulatory Authority for Communications. // Rom-Telecom.		NA: Data nature not available	3.61	4.54	6.58	8.9	15.0	21.5	24.66	28.3	32.42	36.6	39.93	40.01	45.88	49.76	54.08	55.76	59.5	63.75	63.75	2017
17	17.8	17.8.1	IT_USE_ii99	Internet users per 100 inhabitants	2019.Q1.G.03	643	Russian Federation	151	Eastern Europe	Country	RUS	1	99.01404926	61.61899849	PER_100_POP	Per 100 population						Number of population aged 15-74 years who used the Internet in the last 3 months  // Percentage of population aged 15-72 years who used the Internet in the last 12 months. // Percentage of population aged 15-72 years who used the Internet in the last 3 months. // Population age 15-72 who used the Internet in the last 12 months. // Population age 15-72. // Population age 16-74. // Population age less tan 74.	Data based on the World Telecommunication/ICT Indicators Database, 2018, International Telecommunication Union (ITU) // Federal State Statistics Service (Rosstat) // Federal State Statistics Service (Rosstat). // Federal State Statistics Service of the Russian Federation // ITU estimate. // Ministry of Telecom and Mass Communications of the Russian Federation // State Statistics Committe.		NA: Data nature not available	1.98	2.94	4.13	8.3	12.86	15.23	18.02	24.66	26.83	29.0	43.0	49.0	63.8	67.97	70.52	70.1	73.09	76.01	76.01	2017
17	17.8	17.8.1	IT_USE_ii99	Internet users per 100 inhabitants	2019.Q1.G.03	646	Rwanda	014	Eastern Africa	Country	RWA	1	29.92310194	-1.999842114	PER_100_POP	Per 100 population						Survey conducted by Rwanda Utilities Regulatory Agency in February 2010	Agence Rwandaise de Régulation des Services d'Utilité Publique (RURA) // Data based on the World Telecommunication/ICT Indicators Database, 2018, International Telecommunication Union (ITU) // ITU based on RURA report. // ITU estimate.		NA: Data nature not available	0.06	0.24	0.29	0.36	0.43	0.56		2.12	4.5	7.7	8.0	7.0	8.02	9.0	10.6	18.0	20.0	21.77	21.77	2017
17	17.8	17.8.1	IT_USE_ii99	Internet users per 100 inhabitants	2019.Q1.G.03	652	Saint Barthélemy	029	Caribbean	Country	BLM	0	-62.83173536	17.89513362																															
17	17.8	17.8.1	IT_USE_ii99	Internet users per 100 inhabitants	2019.Q1.G.03	654	Saint Helena	011	Western Africa	Country	SHN	0	-5.705752501	-15.96503946	PER_100_POP	Per 100 population						Dec.	Cable & Wireless South Atlantic Ltd // Cable & Wireless South Atlantic Ltd. // Cable & Wireless plc. (C&W). // ITU estimate.		NA: Data nature not available	5.92	7.99	10.13	12.34	14.62	15.91	17.23	18.57	18.82	19.07	24.94	33.0	37.6						37.6	2012
17	17.8	17.8.1	IT_USE_ii99	Internet users per 100 inhabitants	2019.Q1.G.03	659	Saint Kitts and Nevis	029	Caribbean	Country	KNA	1	-62.76628613	17.33994219	PER_100_POP	Per 100 population							Data based on the World Telecommunication/ICT Indicators Database, 2018, International Telecommunication Union (ITU) // ECTEL // ITU estimate. // Statistics Departments in St. Kitts and Nevis		NA: Data nature not available	5.86	7.71	21.15	22.97	24.74	34.0	38.5	43.5	49.2	55.7	63.0	63.2	64.0	64.6	68.0	75.7	76.82	80.71	80.71	2017
17	17.8	17.8.1	IT_USE_ii99	Internet users per 100 inhabitants	2019.Q1.G.03	660	Anguilla	029	Caribbean	Country	AIA	0	-63.05651612	18.21525315	PER_100_POP	Per 100 population							Data based on the World Telecommunication/ICT Indicators Database, 2018, International Telecommunication Union (ITU) // ITU Estimate. // ITU estimate.		NA: Data nature not available	22.41	25.88	24.8	24.52	25.04	29.0	36.0	41.0	44.0	48.0	49.6	53.64	59.21	64.8	70.39	75.98	81.57		81.57	2016
17	17.8	17.8.1	IT_USE_ii99	Internet users per 100 inhabitants	2019.Q1.G.03	662	Saint Lucia	029	Caribbean	Country	LCA	1	-60.96529553	13.89405601	PER_100_POP	Per 100 population						15 years and older. Last 12 months. // Census.	Data based on the World Telecommunication/ICT Indicators Database, 2018, International Telecommunication Union (ITU) // ECTEL. // ITU estimate. // Ministry of the Public Service, Information and Broadcasting.		NA: Data nature not available	5.09	8.18	14.64	20.98	21.4	21.57	24.5	27.9	30.0	31.0	32.5	34.0	34.82	36.0	39.7	42.53	46.73	50.82	50.82	2017
17	17.8	17.8.1	IT_USE_ii99	Internet users per 100 inhabitants	2019.Q1.G.03	663	Saint Martin (French Part)	029	Caribbean	Country	MAF	0	-63.04505461	18.0882685																															
17	17.8	17.8.1	IT_USE_ii99	Internet users per 100 inhabitants	2019.Q1.G.03	666	Saint Pierre and Miquelon	021	Northern America	Country	SPM	0	-56.33682442	46.85812735																															
17	17.8	17.8.1	IT_USE_ii99	Internet users per 100 inhabitants	2019.Q1.G.03	670	Saint Vincent and the Grenadines	029	Caribbean	Country	VCT	1	-61.19024321	13.24627968	PER_100_POP	Per 100 population						Estimate. // Estimation based on GPRS subscribers, fixed and mobile.	Cable and Wireless (W.I.) Ltd.  (C&W). // ECTEL // ITU Estimate. // ITU estimate. // NTRC. // National Telecommunications Regulatory Commission.		NA: Data nature not available	3.25	5.09	5.55	6.46	7.37	9.2	12.0	16.0	21.0	31.0	33.7	36.7	40.0	43.5	47.4	51.77	55.57	65.56	65.56	2017
17	17.8	17.8.1	IT_USE_ii99	Internet users per 100 inhabitants	2019.Q1.G.03	674	San Marino	039	Southern Europe	Country	SMR	1	12.46329038	43.93841766	PER_100_POP	Per 100 population							Data based on the World Telecommunication/ICT Indicators Database, 2018, International Telecommunication Union (ITU) // Direzione Generale Poste e Telecomunicazioni // Direzione Generale Poste e Telecomunicazioni. // ITU estimate.		NA: Data nature not available	48.8	50.34	50.83	50.0	50.57	50.26	50.21	50.36	54.52	54.21		49.6						60.18	60.18	2017
17	17.8	17.8.1	IT_USE_ii99	Internet users per 100 inhabitants	2019.Q1.G.03	678	Sao Tome and Principe	017	Middle Africa	Country	STP	1	6.609772265	0.241554875	PER_100_POP	Per 100 population							Autoridade Geral de Regulação // Companhia Santomense de Telecomuniçaôes s.a.r.l. (CST). // ITU Estimate. // ITU estimate.		NA: Data nature not available	4.64	6.31	7.58	10.16	13.32	13.76	14.18	14.59	15.48	16.41	18.75	20.16	21.57	23.0	24.41	25.82	28.0	29.93	29.93	2017
