parentRegionId,parentRegion_DescEN,parentRegion_DescFR,refAreaType,refAreaCode,isM49,ISO3CD_Code,refAreaDesc,bookNameEng,bookNameFre,capitalCity_Code,capitalCity_DescEN,capitalCity_DescFR,nationalCurrency_Code,nationalCurrency_DescEN,nationalCurrency_DescFR,activeStatus,classType,publicStatus,exportPartner1_Code,exportPartner1_DescEN,exportPartner1_DescFR,importPartner1_Code,importPartner1_DescEN,importPartner1_DescFR,exportPartner2_Code,exportPartner2_DescEN,exportPartner2_DescFR,importPartner2_Code,importPartner2_DescEN,importPartner2_DescFR,exportPartner3_Code,exportPartner3_DescEN,exportPartner3_DescFR,importParnter3_Code,importParnter3_DescEN,importParnter3_DescFR,tradeSystem_Code,tradeSystem_DescEN,tradeSystem_DescFR,tourismArrivalsSeriesType_Code,tourismArrivalsSeriesType_DescEN,tourismArrivalsSeriesType_DescFR
14,Eastern Africa,Afrique orientale,Area,450,Y,MDG,Madagascar,Madagascar,Madagascar,21792,Antananarivo,Antananarivo,MGA,Malagasy Ariary (MGA),ariary malgache (MGA),Y,2,Y,250,France,France,156,China,Chine,840,United States,États-Unis,784,United Arab Emirates,Émirats arabes unis,276,Germany,Allemagne,356,India,Inde,S,The special trade system. See the technical notes for an explanation of the trade systems.,Le système du commerce spécial. Voir les Notes techniques pour une explication des Systèmes de commerce.,TF,Arrivals of non-resident tourists at national borders.,Arrivées de touristes non résidents aux frontières nationales.
,,,Group,452,Y,,Arab Maghreb Union (AMU),Maghreb,Maghreb,,,,,,,N,2,N,,,,,,,,,,,,,,,,,,,,,,,,
14,Eastern Africa,Afrique orientale,Area,454,Y,MWI,Malawi,Malawi,Malawi,21799,Lilongwe,Lilongwe,MWK,Malawi Kwacha (MWK),kwacha malawien (MWK),Y,2,Y,56,Belgium,Belgique,710,South Africa,Afrique du Sud,710,South Africa,Afrique du Sud,156,China,Chine,834,United Rep. of Tanzania,Rép.-Unie Tanzanie,356,India,Inde,G,The general trade system. See the technical notes for an explanation of the trade systems.,Le système du commerce général. Voir les Notes techniques pour une explication des Systèmes de commerce.,TF,Arrivals of non-resident tourists at national borders.,Arrivées de touristes non résidents aux frontières nationales.
,,,Area,455,Y,,"Federation of Malaya, Sabah, Sarawak and Singapore [former]","Fed. Malaya, Sabah, Sarawak and Singapore [former]","Féd. Malaya, Sabah, Sarawak et Singapour [anc.]",,,,,,,N,3,N,,,,,,,,,,,,,,,,,,,,,,,,
,,,Area,457,Y,,Malaysia (Sarawak),"Malaysia, Sarawak [former]","Malaisie, Sarawak [anc.]",,,,MYR,Malaysian Ringgit (MYR),ringgit malaisien (MYR),N,3,N,,,,,,,,,,,,,,,,,,,,,,,,
35,South-eastern Asia,Asie du Sud-Est,Area,458,Y,MYS,Malaysia,Malaysia,Malaisie,206411,Kuala Lumpur,Kuala Lumpur,MYR,Malaysian Ringgit (MYR),ringgit malaisien (MYR),Y,2,Y,702,Singapore,Singapour,156,China,Chine,156,China,Chine,702,Singapore,Singapour,840,United States,États-Unis,840,United States,États-Unis,G,The general trade system. See the technical notes for an explanation of the trade systems.,Le système du commerce général. Voir les Notes techniques pour une explication des Systèmes de commerce.,TF,Arrivals of non-resident tourists at national borders.,Arrivées de touristes non résidents aux frontières nationales.
,,,Area,459,Y,,Malaysia (Peninsular),Malaysia peninsular [former],Malaisie péninsulaire [anc.],,,,MYR,Malaysian Ringgit (MYR),ringgit malaisien (MYR),N,3,N,,,,,,,,,,,,,,,,,,,,,,,,
,,,Area,460,Y,,Malaysia (Sabah and Sarawak),Sabah and Sarawak,Sabah et Sarawak,,,,MYR,Malaysian Ringgit (MYR),ringgit malaisien (MYR),N,3,N,,,,,,,,,,,,,,,,,,,,,,,,
,,,Area,461,Y,,Malaysia (Sabah),"Malaysia, Sabah [former]","Malaisie, Sabah [anc.]",,,,MYR,Malaysian Ringgit (MYR),ringgit malaisien (MYR),N,3,N,,,,,,,,,,,,,,,,,,,,,,,,
34,Southern Asia,Asie méridionale,Area,462,Y,MDV,Maldives,Maldives,Maldives,21817,Male,Malé,MVR,Rufiyaa (MVR),rufiyaa (MVR),Y,2,Y,764,Thailand,Thaïlande,784,United Arab Emirates,Émirats arabes unis,276,Germany,Allemagne,702,Singapore,Singapour,840,United States,États-Unis,356,India,Inde,G,The general trade system. See the technical notes for an explanation of the trade systems.,Le système du commerce général. Voir les Notes techniques pour une explication des Systèmes de commerce.,TF,Arrivals of non-resident tourists at national borders.,Arrivées de touristes non résidents aux frontières nationales.
11,Western Africa,Afrique occidentale,Area,466,Y,MLI,Mali,Mali,Mali,21818,Bamako,Bamako,XOF,"CFA Franc, BCEAO (XOF)","franc CFA, BCEAO (XOF)",Y,2,Y,710,South Africa,Afrique du Sud,686,Senegal,Sénégal,756,Switzerland,Suisse,156,China,Chine,854,Burkina Faso,Burkina Faso,384,Côte d'Ivoire,Côte d’Ivoire,S,The special trade system. See the technical notes for an explanation of the trade systems.,Le système du commerce spécial. Voir les Notes techniques pour une explication des Systèmes de commerce.,TF,Arrivals of non-resident tourists at national borders.,Arrivées de touristes non résidents aux frontières nationales.
39,Southern Europe,Europe méridionale,Area,470,Y,MLT,Malta,Malta,Malte,21819,Valletta,La Valette,EUR,Euro (EUR),euro (EUR),Y,2,Y,840,United States,États-Unis,380,Italy,Italie,837,Bunkers,Com. de soute,136,Cayman Isds,Îles Caïmanes,276,Germany,Allemagne,124,Canada,Canada,G,The general trade system. See the technical notes for an explanation of the trade systems.,Le système du commerce général. Voir les Notes techniques pour une explication des Systèmes de commerce.,TF,Arrivals of non-resident tourists at national borders.,Arrivées de touristes non résidents aux frontières nationales.
,,,Group,471,Y,,Central American Common Market (CACM) not elsewhere specified,CACM n.e.s,MCCA n.s.a,,,,,,,N,3,Y,,,,,,,,,,,,,,,,,,,,,,,,
,,,Group,472,Y,,Economic and Monetary Community of Central Africa (EMCCA) not elsewhere specified,EMCCA n.e.s,"CEMAC, n.s.a",,,,,,,N,3,Y,,,,,,,,,,,,,,,,,,,,,,,,
,,,Group,473,Y,,Latin American Integration Association (LAIA) not elsewhere specified,LAIA§ n.e.s,ALAI§ n.s.a,,,,,,,N,3,Y,,,,,,,,,,,,,,,,,,,,,,,,
29,Caribbean,Caraïbes,Area,474,Y,MTQ,Martinique,Martinique,Martinique,21820,Fort-de-France,Fort-de-France,EUR,Euro (EUR),euro (EUR),Y,2,Y,,,,,,,,,,,,,,,,,,,S,The special trade system. See the technical notes for an explanation of the trade systems.,Le système du commerce spécial. Voir les Notes techniques pour une explication des Systèmes de commerce.,TF,Arrivals of non-resident tourists at national borders.,Arrivées de touristes non résidents aux frontières nationales.
,,,Area,476,Y,,Mauritania (exc. Spanish Sahara) [former],,,,,,MRU,Ouguiya (MRU),ouguiya (MRU),N,3,N,,,,,,,,,,,,,,,,,,,,,,,,
,,,Area,477,Y,,Spanish Sahara (Mauritania part) [former],,,,,,MRU,Ouguiya (MRU),ouguiya (MRU),N,3,N,,,,,,,,,,,,,,,,,,,,,,,,
11,Western Africa,Afrique occidentale,Area,478,Y,MRT,Mauritania,Mauritania,Mauritanie,21821,Nouakchott,Nouakchott,MRU,Ouguiya (MRU),ouguiya (MRU),Y,2,Y,156,China,Chine,410,Rep. of Korea,République de Corée,756,Switzerland,Suisse,784,United Arab Emirates,Émirats arabes unis,724,Spain,Espagne,578,Norway,Norvège,S,The special trade system. See the technical notes for an explanation of the trade systems.,Le système du commerce spécial. Voir les Notes techniques pour une explication des Systèmes de commerce.,,,
,,,Area,479,Y,,Mauritius (Mauritius Island and Rodrigues Island),,,,,,MUR,Mauritius Rupee (MUR),roupie mauricienne (MUR),N,3,N,,,,,,,,,,,,,,,,,,,,,,,,
14,Eastern Africa,Afrique orientale,Area,480,Y,MUS,Mauritius,Mauritius,Maurice,21822,Port Louis,Port-Louis,MUR,Mauritius Rupee (MUR),roupie mauricienne (MUR),Y,2,Y,250,France,France,156,China,Chine,826,United Kingdom,Royaume-Uni,356,India,Inde,840,United States,États-Unis,710,South Africa,Afrique du Sud,G,The general trade system. See the technical notes for an explanation of the trade systems.,Le système du commerce général. Voir les Notes techniques pour une explication des Systèmes de commerce.,TF,Arrivals of non-resident tourists at national borders.,Arrivées de touristes non résidents aux frontières nationales.
,,,Area,481,Y,,Mauritius (Mauritius Island),,,,,,MUR,Mauritius Rupee (MUR),roupie mauricienne (MUR),N,3,N,,,,,,,,,,,,,,,,,,,,,,,,
,,,Area,482,Y,,Mauritius (Saint Brandon and Agalega),St. Brandon and Agalega,Saint-Brandon et Agalega,,,,MUR,Mauritius Rupee (MUR),roupie mauricienne (MUR),N,3,N,,,,,,,,,,,,,,,,,,,,,,,,
,,,Area,483,Y,,Mauritius (Rodrigues Island),Rodrigues,Rodrigues,,,,MUR,Mauritius Rupee (MUR),roupie mauricienne (MUR),N,3,N,,,,,,,,,,,,,,,,,,,,,,,,
13,Central America,Amérique centrale,Area,484,Y,MEX,Mexico,Mexico,Mexique,21853,Mexico City,Mexico,MXN,Mexican Peso (MXN),peso mexicain (MXN),Y,2,Y,840,United States,États-Unis,840,United States,États-Unis,899,Areas nes,Zones nsa,156,China,Chine,124,Canada,Canada,392,Japan,Japon,G,The general trade system. See the technical notes for an explanation of the trade systems.,Le système du commerce général. Voir les Notes techniques pour une explication des Systèmes de commerce.,TF,Arrivals of non-resident tourists at national borders.,Arrivées de touristes non résidents aux frontières nationales.
,,,Group,485,Y,,"Western Asia (exc. Armenia, Azerbaijan, Cyprus, Israel and Georgia)",[use code 145 and footnote],[use code 145 and footnote],,,,,,,Y,1,N,,,,,,,,,,,,,,,,,,,,,,,,
,,,Group,486,Y,,"Western Asia (exc. Armenia, Azerbaijan, Cyprus, Israel and Georgia) not elsewhere specified",[use code 145 and footnote],[use code 145 and footnote],,,,,,,N,1,N,,,,,,,,,,,,,,,,,,,,,,,,
,,,Group,487,Y,,"Western Asia (exc. Armenia, Azerbaijan, Cyprus, Israel and Georgia) and Egypt",[use code 145 and footnote],[use code 145 and footnote],,,,,,,N,1,N,,,,,,,,,,,,,,,,,,,,,,,,
47,Micronesia [former],Micronésie [anc.],Area,488,Y,MID,Midway Islands [former],Midway Islands [former],Îles Midway [anc.],,,,USD,US dollar (USD),dollar des É.-U. (USD),N,2,Y,,,,,,,,,,,,,,,,,,,,,,,,
,,,Group,489,Y,,Developing economies - Asia,Asia,Asie,,,,,,,N,0,N,,,,,,,,,,,,,,,,,,,,,,,,
30,Eastern Asia,Asie orientale,N,490,Y,,Asia not elsewhere specified,Asia n.e.s,Asie n.s.a,,,,,,,Y,3,Y,,,,,,,,,,,,,,,,,,,,,,,,
,,,Group,491,Y,,Centrally Planned Economies,Centrally Planned Economi,...,,,,,,,N,0,N,,,,,,,,,,,,,,,,,,,,,,,,
155,Western Europe,Europe occidentale,Area,492,Y,MCO,Monaco,Monaco,Monaco,21881,Monaco,Monaco,EUR,Euro (EUR),euro (EUR),Y,2,Y,,,,,,,,,,,,,,,,,,,,,,THS,Arrivals of non-resident tourists in hotels and similar establishments.,Arrivées de touristes non résidents dans les hôtels et établissements similaires.
30,Eastern Asia,Asie orientale,Area,496,Y,MNG,Mongolia,Mongolia,Mongolie,21882,Ulaanbaatar,Oulan-Bator,MNT,Tugrik (MNT),tugrik (MNT),Y,2,Y,156,China,Chine,156,China,Chine,826,United Kingdom,Royaume-Uni,643,Russian Federation,Fédération de Russie,643,Russian Federation,Fédération de Russie,392,Japan,Japon,G,The general trade system. See the technical notes for an explanation of the trade systems.,Le système du commerce général. Voir les Notes techniques pour une explication des Systèmes de commerce.,TF,Arrivals of non-resident tourists at national borders.,Arrivées de touristes non résidents aux frontières nationales.
,,,Group,497,Y,,European Union (EU) not elsewhere specified,EU n.e.s,UE n.s.a,,,,,,,N,3,N,,,,,,,,,,,,,,,,,,,,,,,,
151,Eastern Europe,Europe orientale,Area,498,Y,MDA,Republic of Moldova,Republic of Moldova,République de Moldova,21885,Chisinau,Chisinau,MDL,Moldovan Leu (MDL),leu moldove (MDL),Y,2,Y,642,Romania,Roumanie,642,Romania,Roumanie,643,Russian Federation,Fédération de Russie,643,Russian Federation,Fédération de Russie,380,Italy,Italie,804,Ukraine,Ukraine,G,The general trade system. See the technical notes for an explanation of the trade systems.,Le système du commerce général. Voir les Notes techniques pour une explication des Systèmes de commerce.,TCE,Arrivals of non-resident tourists in all types of tourism accommodation establishments.,Arrivées de touristes non résidents dans tous les types d'établissements d'hébergement touristique.
39,Southern Europe,Europe méridionale,Area,499,Y,MNE,Montenegro,Montenegro,Monténégro,23256,Podgorica,Podgorica,EUR,Euro (EUR),euro (EUR),Y,2,Y,688,Serbia,Serbie,688,Serbia,Serbie,70,Bosnia Herzegovina,Bosnie-Herzégovine,156,China,Chine,899,Areas nes,Zones nsa,276,Germany,Allemagne,S,The special trade system. See the technical notes for an explanation of the trade systems.,Le système du commerce spécial. Voir les Notes techniques pour une explication des Systèmes de commerce.,TCE,Arrivals of non-resident tourists in all types of tourism accommodation establishments.,Arrivées de touristes non résidents dans tous les types d'établissements d'hébergement touristique.
29,Caribbean,Caraïbes,Area,500,Y,MSR,Montserrat,Montserrat,Montserrat,204440,Brades Estate,Brades Estate,XCD,E. Caribbean Dollar (XCD),dollar des Caraïb. (XCD),Y,2,Y,28,Antigua and Barbuda,Antigua-et-Barbuda,840,United States,États-Unis,840,United States,États-Unis,826,United Kingdom,Royaume-Uni,250,France,France,392,Japan,Japon,S,The special trade system. See the technical notes for an explanation of the trade systems.,Le système du commerce spécial. Voir les Notes techniques pour une explication des Systèmes de commerce.,TF,Arrivals of non-resident tourists at national borders.,Arrivées de touristes non résidents aux frontières nationales.
,,,Group,501,Y,,Arab World,Arab World,Monde arabe,,,,,,,N,1,N,,,,,,,,,,,,,,,,,,,,,,,,
,,,Group,502,Y,,League of Arab States (LAS),League of Arab States,Ligue des Etats Arabes,,,,,,,N,2,N,,,,,,,,,,,,,,,,,,,,,,,,
15,Northern Africa,Afrique septentrionale,Area,504,Y,MAR,Morocco,Morocco,Maroc,21899,Rabat,Rabat,MAD,Moroccan Dirham (MAD),dirham marocain (MAD),Y,2,Y,724,Spain,Espagne,724,Spain,Espagne,250,France,France,250,France,France,380,Italy,Italie,156,China,Chine,S,The special trade system. See the technical notes for an explanation of the trade systems.,Le système du commerce spécial. Voir les Notes techniques pour une explication des Systèmes de commerce.,TF,Arrivals of non-resident tourists at national borders.,Arrivées de touristes non résidents aux frontières nationales.
,,,Area,505,Y,,Morocco (excl. Ifni),,,,,,MAD,Moroccan Dirham (MAD),dirham marocain (MAD),N,3,N,,,,,,,,,,,,,,,,,,,,,,,,
,,,Area,506,Y,,Morocco (Ifni),,,,,,MAD,Moroccan Dirham (MAD),dirham marocain (MAD),N,3,N,,,,,,,,,,,,,,,,,,,,,,,,
,,,Area,507,Y,,Spanish Sahara (Moroccan part) [former],Moroccan part of former S,Partie marocaine de l'anc,,,,MAD,Moroccan Dirham (MAD),dirham marocain (MAD),N,3,N,,,,,,,,,,,,,,,,,,,,,,,,
14,Eastern Africa,Afrique orientale,Area,508,Y,MOZ,Mozambique,Mozambique,Mozambique,21910,Maputo,Maputo,MZN,Mozambique Metical (MZN),metical de Mozambique (MZN),Y,2,Y,356,India,Inde,710,South Africa,Afrique du Sud,528,Netherlands,Pays-Bas,156,China,Chine,710,South Africa,Afrique du Sud,784,United Arab Emirates,Émirats arabes unis,S,The special trade system. See the technical notes for an explanation of the trade systems.,Le système du commerce spécial. Voir les Notes techniques pour une explication des Systèmes de commerce.,TF,Arrivals of non-resident tourists at national borders.,Arrivées de touristes non résidents aux frontières nationales.
145,Western Asia,Asie occidentale,Area,512,Y,OMN,Oman,Oman,Oman,21922,Muscat,Mascate,OMR,Rial Omani (OMR),rial omanais (OMR),Y,2,Y,899,Areas nes,Zones nsa,784,United Arab Emirates,Émirats arabes unis,784,United Arab Emirates,Émirats arabes unis,899,Areas nes,Zones nsa,634,Qatar,Qatar,156,China,Chine,G,The general trade system. See the technical notes for an explanation of the trade systems.,Le système du commerce général. Voir les Notes techniques pour une explication des Systèmes de commerce.,TF,Arrivals of non-resident tourists at national borders.,Arrivées de touristes non résidents aux frontières nationales.
,,,Region,513,Y,,Northern America and Europe,Northern America and Europe,,,,,,,,,-1,N,,,,,,,,,,,,,,,,,,,,,,,,
,,,Group,514,Y,,"Developed regions (Europe, Cyprus, Israel, Northern America, Japan, Australia & New Zealand)",,,,,,,,,,0,N,,,,,,,,,,,,,,,,,,,,,,,,
,,,Group,515,Y,,Developing regions,,,,,,,,,,0,N,,,,,,,,,,,,,,,,,,,,,,,,
18,Southern Africa,Afrique australe,Area,516,Y,NAM,Namibia,Namibia,Namibie,21925,Windhoek,Windhoek,NAD,Namibia Dollar (NAD),dollar namibien (NAD),Y,2,Y,710,South Africa,Afrique du Sud,710,South Africa,Afrique du Sud,72,Botswana,Botswana,100,Bulgaria,Bulgarie,756,Switzerland,Suisse,72,Botswana,Botswana,G,The general trade system. See the technical notes for an explanation of the trade systems.,Le système du commerce général. Voir les Notes techniques pour une explication des Systèmes de commerce.,TF,Arrivals of non-resident tourists at national borders.,Arrivées de touristes non résidents aux frontières nationales.
,,,Group,517,Y,,Developing economies - Southern Africa,Southern Africa,...,,,,,,,N,0,N,,,,,,,,,,,,,,,,,,,,,,,,
,,,Group,518,N,,Eastern Asia (exc. Japan),[use code 30 and footnote],[use code 30 and footnote],,,,,,,Y,1,N,,,,,,,,,,,,,,,,,,,,,,,,
,,,Group,519,Y,,Developing economies - Northern America,Northern America,...,,,,,,,N,0,N,,,,,,,,,,,,,,,,,,,,,,,,
57,Micronesia,Micronésie,Area,520,Y,NRU,Nauru,Nauru,Nauru,21926,Yaren,Yaren,AUD,Australian Dollar (AUD),dollar australien (AUD),Y,2,Y,,,,,,,,,,,,,,,,,,,,,,,,
,,,Group,521,Y,,Near East,Near East,Proche-Orient,,,,,,,N,1,N,,,,,,,,,,,,,,,,,,,,,,,,
,,,Group,522,Y,,Near East in Asia,Near East in Asia,Proche-Orient dans l'Asie,,,,,,,N,1,N,,,,,,,,,,,,,,,,,,,,,,,,
,,,Group,523,Y,,Near East in Africa,Near East in Africa,Proche-Orient dans l'Afri,,,,,,,N,1,N,,,,,,,,,,,,,,,,,,,,,,,,
34,Southern Asia,Asie méridionale,Area,524,Y,NPL,Nepal,Nepal,Népal,21928,Kathmandu,Katmandou,NPR,Nepalese Rupee (NPR),roupie népalaise (NPR),Y,2,Y,356,India,Inde,356,India,Inde,840,United States,États-Unis,156,China,Chine,792,Turkey,Turquie,899,"Areas, nes",Zones nsa,G,The general trade system. See the technical notes for an explanation of the trade systems.,Le système du commerce général. Voir les Notes techniques pour une explication des Systèmes de commerce.,TF,Arrivals of non-resident tourists at national borders.,Arrivées de touristes non résidents aux frontières nationales.
,,,Group,525,Y,,Developing economies - Americas,Developing economies,Econ. en dévelop.,,,,,,,N,0,N,,,,,,,,,,,,,,,,,,,,,,,,
,,,Group,526,Y,,Developing economies - Other America,Other America,Autres pays d'Amérique,,,,,,,N,0,N,,,,,,,,,,,,,,,,,,,,,,,,
,,,Region,527,Y,,Oceania not elsewhere specified,Oceania n.e.s,Océanie n.s.a,,,,,,,Y,3,Y,,,,,,,,,,,,,,,,,,,,,,,,
155,Western Europe,Europe occidentale,Area,528,Y,NLD,Netherlands,Netherlands,Pays-Bas,21930,Amsterdam,Amsterdam,EUR,Euro (EUR),euro (EUR),Y,2,Y,276,Germany,Allemagne,276,Germany,Allemagne,56,Belgium,Belgique,56,Belgium,Belgique,826,United Kingdom,Royaume-Uni,156,China,Chine,S,The special trade system. See the technical notes for an explanation of the trade systems.,Le système du commerce spécial. Voir les Notes techniques pour une explication des Systèmes de commerce.,TCE,Arrivals of non-resident tourists in all types of tourism accommodation establishments.,Arrivées de touristes non résidents dans tous les types d'établissements d'hébergement touristique.
,,,Group,529,Y,,Developing economies not elsewhere specified,Other,Autres,,,,,,,N,0,N,,,,,,,,,,,,,,,,,,,,,,,,
29,Caribbean,Caraïbes,Area,530,Y,ANT,"Netherlands Antilles [former, 1986 to 2010]",Netherlands Antilles [former],Antilles néerlandaises [anc.],,,,ANG,Neth. Ant. Guilder (ANG),florin des Ant. néer. (ANG),N,2,Y,,,,,,,,,,,,,,,,,,,S,The special trade system. See the technical notes for an explanation of the trade systems.,Le système du commerce spécial. Voir les Notes techniques pour une explication des Systèmes de commerce.,,,
29,Caribbean,Caraïbes,Area,531,Y,CUW,Curaçao,Curaçao,Curaçao,21953,Willemstad,Willemstad,ANG,Neth. Ant. Guilder (ANG),florin des Ant. néer. (ANG),Y,2,Y,,,,,,,,,,,,,,,,,,,,,,TF,Arrivals of non-resident tourists at national borders.,Arrivées de touristes non résidents aux frontières nationales.
29,Caribbean,Caraïbes,Area,532,Y,XANT,"Netherlands Antilles [former, pre-1986]","Netherlands Antilles [former, pre-1986]","Antilles néerlandaises [anc., avant 1986]",,,,ANG,Neth. Ant. Guilder (ANG),florin des Ant. néer. (ANG),N,2,Y,,,,,,,,,,,,,,,,,,,,,,,,
29,Caribbean,Caraïbes,Area,533,Y,ABW,Aruba,Aruba,Aruba,21954,Oranjestad,Oranjestad,AWG,Aruban Florin (AWG),florin de Aruba (AWG),Y,2,Y,899,Areas nes,Zones nsa,840,United States,États-Unis,170,Colombia,Colombie,899,Areas nes,Zones nsa,840,United States,États-Unis,528,Netherlands,Pays-Bas,S,The special trade system. See the technical notes for an explanation of the trade systems.,Le système du commerce spécial. Voir les Notes techniques pour une explication des Systèmes de commerce.,TF,Arrivals of non-resident tourists at national borders.,Arrivées de touristes non résidents aux frontières nationales.
29,Caribbean,Caraïbes,Area,534,Y,SXM,Sint Maarten (Dutch part),Sint Maarten (Dutch part),St-Martin (partie néerland.),206154,Philipsburg,Philipsburg,ANG,Neth. Ant. Guilder (ANG),florin des Ant. néer. (ANG),Y,2,Y,,,,,,,,,,,,,,,,,,,,,,TF,Arrivals of non-resident tourists at national borders.,Arrivées de touristes non résidents aux frontières nationales.
29,Caribbean,Caraïbes,Area,535,Y,BES,"Bonaire, Sint Eustatius and Saba","Bonaire, St. Eustatius & Saba","Bonaire, St-Eustache et Saba",206155,Kralendijk,Kralendijk,USD,US Dollar (USD),dollar des É.-U. (USD),Y,2,Y,,,,,,,,,,,,,,,,,,,,,,,,
37,Western Asia [former],Asie occidentale [anc.],Area,536,Y,NTZ,Neutral Zone (Saudi Arabia and Iraq) [former],Neutral Zone [former],Zone Neutre [anc.],,,,,,,N,2,Y,,,,,,,,,,,,,,,,,,,,,,,,
,,,Group,537,Y,,Developing economies - Africa,Africa,Afrique,,,,,,,N,0,N,,,,,,,,,,,,,,,,,,,,,,,,
,,,Group,538,Y,,Developing economies - North America,North America,,,,,,,,N,0,N,,,,,,,,,,,,,,,,,,,,,,,,
,,,Group,539,Y,,Developing economies - South America,South America,Amérique du Sud,,,,,,,N,0,N,,,,,,,,,,,,,,,,,,,,,,,,
54,Melanesia,Mélanésie,Area,540,Y,NCL,New Caledonia,New Caledonia,Nouvelle-Calédonie,21955,Nouméa,Nouméa,XPF,CFP Franc (XPF),franc CFP (XPF),Y,2,Y,156,China,Chine,250,France,France,410,Rep. of Korea,République de Corée,36,Australia,Australie,392,Japan,Japon,702,Singapore,Singapour,S,The special trade system. See the technical notes for an explanation of the trade systems.,Le système du commerce spécial. Voir les Notes techniques pour une explication des Systèmes de commerce.,TF,Arrivals of non-resident tourists at national borders.,Arrivées de touristes non résidents aux frontières nationales.
,,,Group,541,Y,,Developing economies - Asia,Asia,Asie,,,,,,,N,0,N,,,,,,,,,,,,,,,,,,,,,,,,
,,,Group,542,Y,,Developing economies - Europe,Europe,Europe,,,,,,,N,0,N,,,,,,,,,,,,,,,,,,,,,,,,
,,,Region,543,N,,Oceania (exc. Australia and New Zealand),Oceania,Océanie,,,,,,,Y,-1,N,,,,,,,,,,,,,,,,,,,,,,,,
45,Melanesia [former],Mélanésie [anc.],Area,544,Y,,New Guinea (Trust Territory) [former],New Guinea (Trust Terr.) [former],Nvl-Guinée (Territoire sous tutelle) [anc.],,,,PGK,Kina (PGK),kina (PGK),N,2,Y,,,,,,,,,,,,,,,,,,,,,,,,
,,,Group,545,N,,Developing economies - Total,"Developing Countries, Total","Les pays en développement, total",,,,,,,N,0,N,,,,,,,,,,,,,,,,,,,,,,,,
,,,Area,546,Y,,New Hebrides (French part) [former],New Hebrides (French part) [former],Nouvelles-Hébrides (partie française) [anc.],,,,XPF,CFP franc (XPF),franc CFP (XPF),N,3,N,,,,,,,,,,,,,,,,,,,,,,,,
,,,Area,547,Y,,New Hebrides (British part) [former],New Hebrides (British part) [former],Nouvelles-Hébrides (parte brit.) [anc.],,,,,,,N,3,N,,,,,,,,,,,,,,,,,,,,,,,,
54,Melanesia,Mélanésie,Area,548,Y,VUT,Vanuatu,Vanuatu,Vanuatu,21956,Port Vila,Port-Vila,VUV,Vatu (VUV),vatu (VUV),Y,2,Y,392,Japan,Japon,156,China,Chine,478,Mauritania,Mauritanie,36,Australia,Australie,764,Thailand,Thaïlande,392,Japan,Japon,G,The general trade system. See the technical notes for an explanation of the trade systems.,Le système du commerce général. Voir les Notes techniques pour une explication des Systèmes de commerce.,TF,Arrivals of non-resident tourists at national borders.,Arrivées de touristes non résidents aux frontières nationales.
,,,,549,Y,,EMPTY,[use code 21],[use code 21],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Group,550,Y,,Developed economies - Asia,Asia,Asie,,,,,,,N,0,N,,,,,,,,,,,,,,,,,,,,,,,,
,,,Group,551,N,,Developed economies - Europe,Europe,Europe,,,,,,,N,0,N,,,,,,,,,,,,,,,,,,,,,,,,
,,,Group,552,Y,,Developed economies - Oceania,Developed economies,Economies développées,,,,,,,N,0,N,,,,,,,,,,,,,,,,,,,,,,,,
,,,Group,553,N,,Developed economies - Total,Developed economies,Economies développées,,,,,,,N,0,N,,,,,,,,,,,,,,,,,,,,,,,,
53,Oceania,Océanie,Area,554,Y,NZL,New Zealand,New Zealand,Nouvelle-Zélande,21962,Wellington,Wellington,NZD,New Zealand Dollar (NZD),dollar néo-zélandais (NZD),Y,2,Y,156,China,Chine,156,China,Chine,36,Australia,Australie,36,Australia,Australie,840,United States,États-Unis,840,United States,États-Unis,G,The general trade system. See the technical notes for an explanation of the trade systems.,Le système du commerce général. Voir les Notes techniques pour une explication des Systèmes de commerce.,TF,Arrivals of non-resident tourists at national borders.,Arrivées de touristes non résidents aux frontières nationales.
,,,Area,555,Y,,New Zealand-Tokelau,[use code 554 and footnote],[use code 554 and footnote],,,,,,,N,-1,N,,,,,,,,,,,,,,,,,,,,,,,,
,,,Area,556,Y,,Antarctica (Ross Dependency),Ross Dependency,Dépendance de Ross,,,,NZD,New Zealand Dollar (NZD),dollar néo-zélandais (NZD),N,3,N,,,,,,,,,,,,,,,,484,Mexico,Mexique,,,,,,
,,,Group,557,N,,Developed economies not elsewhere specified,Other developed economies,Autres économies développées,,,,,,,N,0,N,,,,,,,,,,,,,,,,,,,,,,,,
13,Central America,Amérique centrale,Area,558,Y,NIC,Nicaragua,Nicaragua,Nicaragua,21967,Managua,Managua,NIO,Cordoba Oro (NIO),cordoba oro (NIO),Y,2,Y,840,United States,États-Unis,840,United States,États-Unis,484,Mexico,Mexique,156,China,Chine,222,El Salvador,El Salvador,484,Mexico,Mexique,G,The general trade system. See the technical notes for an explanation of the trade systems.,Le système du commerce général. Voir les Notes techniques pour une explication des Systèmes de commerce.,TF,Arrivals of non-resident tourists at national borders.,Arrivées de touristes non résidents aux frontières nationales.
,,,Group,559,Y,,Centrally Planned Economies - Asia [former],MPS countries in Asia,CPM pays en Asie,,,,,,,N,0,N,,,,,,,,,,,,,,,,,,,,,,,,
