parentRegionId,parentRegion_DescEN,parentRegion_DescFR,refAreaType,refAreaCode,isM49,ISO3CD_Code,refAreaDesc,bookNameEng,bookNameFre,capitalCity_Code,capitalCity_DescEN,capitalCity_DescFR,nationalCurrency_Code,nationalCurrency_DescEN,nationalCurrency_DescFR,activeStatus,classType,publicStatus,exportPartner1_Code,exportPartner1_DescEN,exportPartner1_DescFR,importPartner1_Code,importPartner1_DescEN,importPartner1_DescFR,exportPartner2_Code,exportPartner2_DescEN,exportPartner2_DescFR,importPartner2_Code,importPartner2_DescEN,importPartner2_DescFR,exportPartner3_Code,exportPartner3_DescEN,exportPartner3_DescFR,importParnter3_Code,importParnter3_DescEN,importParnter3_DescFR,tradeSystem_Code,tradeSystem_DescEN,tradeSystem_DescFR,tourismArrivalsSeriesType_Code,tourismArrivalsSeriesType_DescEN,tourismArrivalsSeriesType_DescFR
35,South-eastern Asia,Asie du Sud-Est,Area,96,Y,BRN,Brunei Darussalam,Brunei Darussalam,Brunéi Darussalam,20314,Bandar Seri Begawan,Bandar Seri Begawan,BND,Brunei Dollar (BND),dollar du Brunéi (BND),Y,2,Y,392,Japan,Japon,156,China,Chine,410,Rep. of Korea,République de Corée,702,Singapore,Singapour,458,Malaysia,Malaisie,458,Malaysia,Malaisie,S,The special trade system. See the technical notes for an explanation of the trade systems.,Le système du commerce spécial. Voir les Notes techniques pour une explication des Systèmes de commerce.,TF,Arrivals of non-resident tourists at national borders.,Arrivées de touristes non résidents aux frontières nationales.
,,,Group,97,Y,,European Union (EU),European Union (EU),Union européenne (UE),,,,,,,Y,2,Y,,,,,,,,,,,,,,,,,,,,,,,,
,,,Group,98,N,,Euro Area,Euro Area,Zone euro,,,,EUR,Euro (EUR),euro (EUR),Y,2,Y,,,,,,,,,,,,,,,,,,,,,,,,
151,Eastern Europe,Europe orientale,Area,100,Y,BGR,Bulgaria,Bulgaria,Bulgarie,20327,Sofia,Sofia,BGN,Bulgarian Lev (BGN),lev bulgare (BGN),Y,2,Y,276,Germany,Allemagne,276,Germany,Allemagne,792,Turkey,Turquie,643,Russian Federation,Fédération de Russie,380,Italy,Italie,380,Italy,Italie,S,The special trade system. See the technical notes for an explanation of the trade systems.,Le système du commerce spécial. Voir les Notes techniques pour une explication des Systèmes de commerce.,TF,Arrivals of non-resident tourists at national borders.,Arrivées de touristes non résidents aux frontières nationales.
35,South-eastern Asia,Asie du Sud-Est,Area,104,Y,MMR,Myanmar,Myanmar,Myanmar,205588,Nay Pyi Taw,Nay Pyi Taw,MMK,Kyat (MMK),kyat (MMK),Y,2,Y,156,China,Chine,156,China,Chine,764,Thailand,Thaïlande,702,Singapore,Singapour,392,Japan,Japon,764,Thailand,Thaïlande,G,The general trade system. See the technical notes for an explanation of the trade systems.,Le système du commerce général. Voir les Notes techniques pour une explication des Systèmes de commerce.,TF,Arrivals of non-resident tourists at national borders.,Arrivées de touristes non résidents aux frontières nationales.
14,Eastern Africa,Afrique orientale,Area,108,Y,BDI,Burundi,Burundi,Burundi,20340,Bujumbura,Bujumbura,BIF,Burundi Franc (BIF),franc burundais (BIF),Y,2,Y,784,United Arab Emirates,Émirats arabes unis,356,India,Inde,180,Dem.Rep. of the Congo,Rép. Dém. du Congo,156,China,Chine,586,Pakistan,Pakistan,682,Saudi Arabia,Arabie saoudite,S,The special trade system. See the technical notes for an explanation of the trade systems.,Le système du commerce spécial. Voir les Notes techniques pour une explication des Systèmes de commerce.,TF,Arrivals of non-resident tourists at national borders.,Arrivées de touristes non résidents aux frontières nationales.
151,Eastern Europe,Europe orientale,Area,112,Y,BLR,Belarus,Belarus,Bélarus,20348,Minsk,Minsk,BYN,Belarusian Ruble (BYN),rouble bélarussien (BYN),Y,2,Y,643,Russian Federation,Fédération de Russie,643,Russian Federation,Fédération de Russie,804,Ukraine,Ukraine,156,China,Chine,826,United Kingdom,Royaume-Uni,276,Germany,Allemagne,G,The general trade system. See the technical notes for an explanation of the trade systems.,Le système du commerce général. Voir les Notes techniques pour une explication des Systèmes de commerce.,TF,Arrivals of non-resident tourists at national borders.,Arrivées de touristes non résidents aux frontières nationales.
35,South-eastern Asia,Asie du Sud-Est,Area,116,Y,KHM,Cambodia,Cambodia,Cambodge,20357,Phnom Penh,Phnom Penh,KHR,Riel (KHR),riel (KHR),Y,2,Y,840,United States,États-Unis,156,China,Chine,826,United Kingdom,Royaume-Uni,764,Thailand,Thaïlande,276,Germany,Allemagne,704,Viet Nam,Viet Nam,S,The special trade system. See the technical notes for an explanation of the trade systems.,Le système du commerce spécial. Voir les Notes techniques pour une explication des Systèmes de commerce.,TF,Arrivals of non-resident tourists at national borders.,Arrivées de touristes non résidents aux frontières nationales.
,,,Group,119,Y,,The Lome Convention,"Afr., Carib. and Pac. Sts","Etats d'Afr., Caraïbes",,,,,,,N,2,N,,,,,,,,,,,,,,,,,,,,,,,,
17,Middle Africa,Afrique centrale,Area,120,Y,CMR,Cameroon,Cameroon,Cameroun,20365,Yaoundé,Yaoundé,XAF,"CFA Franc, BEAC (XAF)","franc CFA, BEAC (XAF)",Y,2,Y,380,Italy,Italie,156,China,Chine,156,China,Chine,250,France,France,250,France,France,764,Thailand,Thaïlande,S,The special trade system. See the technical notes for an explanation of the trade systems.,Le système du commerce spécial. Voir les Notes techniques pour une explication des Systèmes de commerce.,VF,Arrivals of non-resident tourists at national borders.,Arrivées de touristes non résidents aux frontières nationales.
,,,Area,121,Y,,Cameroon (East),East Cameroon,Cameroun oriental,,,,XAF,"CFA Franc, BEAC (XAF)","franc CFA, BEAC (XAF)",N,3,N,,,,,,,,,,,,,,,,,,,,,,,,
,,,Area,122,Y,,Cameroon (West),West Cameroon,Cameroun occidental,,,,XAF,"CFA Franc, BEAC (XAF)","franc CFA, BEAC (XAF)",N,3,N,,,,,,,,,,,,,,,,,,,,,,,,
21,Northern America,Amérique septentrionale,Area,124,Y,CAN,Canada,Canada,Canada,20387,Ottawa,Ottawa,CAD,Canadian Dollar (CAD),dollar canadien (CAD),Y,2,Y,840,United States,États-Unis,840,United States,États-Unis,156,China,Chine,156,China,Chine,826,United Kingdom,Royaume-Uni,484,Mexico,Mexique,G,The general trade system. See the technical notes for an explanation of the trade systems.,Le système du commerce général. Voir les Notes techniques pour une explication des Systèmes de commerce.,TF,Arrivals of non-resident tourists at national borders.,Arrivées de touristes non résidents aux frontières nationales.
,,,Group,127,Y,,Southern Asia (exc. India),[use code 34 and footnote],[use code 34 and footnote],,,,,,,Y,1,N,,,,,,,,,,,,,,,,,,,,,,,,
47,Micronesia [former],Micronésie [anc.],Area,128,Y,CTE,Canton and Enderbury Islands [former],Canton and Enderbury Islands [former],Îles Canton et Enderbury [anc.],,,,AUD,Australian Dollar (AUD),dollar australien (AUD),N,2,Y,,,,,,,,,,,,,,,,,,,,,,,,
,,,Region,129,Y,,Caribbean not elsewhere specified,Caribbean n.e.s,Caraïbes n.s.a,,,,,,,Y,3,Y,,,,,,,,,,,,,,,,,,,,,,,,
,,,Group,130,Y,,Caribbean Community and Common Market (CARICOM),CARICOM§,CARICOM§,,,,,,,Y,2,Y,,,,,,,,,,,,,,,,,,,,,,,,
,,,Group,131,Y,,Organization of Eastern Caribbean States (OECS),Organization of Eastern C,Organisation des Etats de,,,,,,,N,2,N,,,,,,,,,,,,,,,,,,,,,,,,
11,Western Africa,Afrique occidentale,Area,132,Y,CPV,Cabo Verde,Cabo Verde,Cabo Verde,20408,Praia,Praïa,CVE,Cabo Verde Escudo (CVE),escudo du Cabo Verde (CVE),Y,2,Y,724,Spain,Espagne,620,Portugal,Portugal,620,Portugal,Portugal,724,Spain,Espagne,840,United States,États-Unis,380,Italy,Italie,G,The general trade system. See the technical notes for an explanation of the trade systems.,Le système du commerce général. Voir les Notes techniques pour une explication des Systèmes de commerce.,TF,Arrivals of non-resident tourists in hotels and similar establishments.,Arrivées de touristes non résidents dans les hôtels et établissements similaires.
,,,Area,133,Y,,Caroline Islands [former],Caroline Islands,Iles Carolines,,,,USD,US dollar (USD),dollar des É.-U. (USD),N,3,N,,,,,,,,,,,,,,,,,,,,,,,,
,,,Group,134,N,,Caucasus,Caucasus,Caucase,,,,,,,,1,N,,,,,,,,,,,,,,,,,,,,,,,,
,,,Group,135,Y,,Caucasus and Central Asia,Caucasus and Central Asia,Caucase et Asie centrale,,,,,,,,1,N,,,,,,,,,,,,,,,,,,,,,,,,
29,Caribbean,Caraïbes,Area,136,Y,CYM,Cayman Islands,Cayman Islands,Îles Caïmanes,20409,George Town,George Town,KYD,Cayman Islands Dollar (KYD),dollar des Îles Caïmanes (KYD),Y,2,Y,470,Malta,Malte,840,United States,États-Unis,528,Netherlands,Pays-Bas,528,Netherlands,Pays-Bas,840,United States,États-Unis,276,Germany,Allemagne,G,The general trade system. See the technical notes for an explanation of the trade systems.,Le système du commerce général. Voir les Notes techniques pour une explication des Systèmes de commerce.,TF,Arrivals of non-resident tourists at national borders.,Arrivées de touristes non résidents aux frontières nationales.
17,Middle Africa,Afrique centrale,Area,140,Y,CAF,Central African Republic,Central African Republic,République centrafricaine,20410,Bangui,Bangui,XAF,"CFA Franc, BEAC (XAF)","franc CFA, BEAC (XAF)",Y,2,Y,250,France,France,250,France,France,204,Benin,Bénin,120,Cameroon,Cameroun,156,China,Chine,56,Belgium,Belgique,S,The special trade system. See the technical notes for an explanation of the trade systems.,Le système du commerce spécial. Voir les Notes techniques pour une explication des Systèmes de commerce.,TF,Arrivals of non-resident tourists at national borders.,Arrivées de touristes non résidents aux frontières nationales.
,,,Region,141,Y,,Central America not elsewhere specified,Central America n.e.s,Amérique centrale n.s.a,,,,,,,N,3,N,,,,,,,,,,,,,,,,,,,,,,,,
1,World,Monde,Region,142,Y,,Asia,Asia,Asie,,,,,,,Y,1,Y,,,,,,,,,,,,,,,,,,,,,,,,
142,Asia,Asie,Region,143,Y,,Central Asia,Central Asia,Asie centrale,,,,,,,Y,2,Y,,,,,,,,,,,,,,,,,,,,,,,,
34,Southern Asia,Asie méridionale,Area,144,Y,LKA,Sri Lanka,Sri Lanka,Sri Lanka,20414,Colombo,Colombo,LKR,Sri Lanka Rupee (LKR),roupie sri-lankaise (LKR),Y,2,Y,840,United States,États-Unis,356,India,Inde,826,United Kingdom,Royaume-Uni,156,China,Chine,356,India,Inde,784,United Arab Emirates,Émirats arabes unis,G,The general trade system. See the technical notes for an explanation of the trade systems.,Le système du commerce général. Voir les Notes techniques pour une explication des Systèmes de commerce.,TF,Arrivals of non-resident tourists at national borders.,Arrivées de touristes non résidents aux frontières nationales.
142,Asia,Asie,Region,145,Y,,Western Asia,Western Asia,Asie occidentale,,,,,,,Y,2,Y,,,,,,,,,,,,,,,,,,,,,,,,
,,,Group,147,N,,Developed economies - Asia and Oceania,Asia and Oceania,Asie et Océanie,,,,,,,Y,0,N,,,,,,,,,,,,,,,,,,,,,,,,
17,Middle Africa,Afrique centrale,Area,148,Y,TCD,Chad,Chad,Tchad,20420,N'Djamena,N'Djamena,XAF,"CFA Franc, BEAC (XAF)","franc CFA, BEAC (XAF)",Y,2,Y,840,United States,États-Unis,156,China,Chine,156,China,Chine,250,France,France,528,Netherlands,Pays-Bas,120,Cameroon,Cameroun,S,The special trade system. See the technical notes for an explanation of the trade systems.,Le système du commerce spécial. Voir les Notes techniques pour une explication des Systèmes de commerce.,TF,Arrivals of non-resident tourists at national borders.,Arrivées de touristes non résidents aux frontières nationales.
1,World,Monde,Region,150,Y,,Europe,Europe,Europe,,,,,,,Y,1,Y,,,,,,,,,,,,,,,,,,,,,,,,
150,Europe,Europe,Region,151,Y,,Eastern Europe,Eastern Europe,Europe orientale,,,,,,,Y,2,Y,,,,,,,,,,,,,,,,,,,,,,,,
5,South America,Amérique du Sud,Area,152,Y,CHL,Chile,Chile,Chili,20439,Santiago,Santiago,CLP,Chilean Peso (CLP),peso chilien (CLP),Y,2,Y,156,China,Chine,156,China,Chine,840,United States,États-Unis,840,United States,États-Unis,392,Japan,Japon,76,Brazil,Brésil,S,The special trade system. See the technical notes for an explanation of the trade systems.,Le système du commerce spécial. Voir les Notes techniques pour une explication des Systèmes de commerce.,TF,Arrivals of non-resident tourists at national borders.,Arrivées de touristes non résidents aux frontières nationales.
,,,Area,153,Y,,Chile (Easter Island),Easter Island,Ile de Pâques,,,,CLP,Chilean Peso (CLP),peso chilien (CLP),N,3,N,,,,,,,,,,,,,,,,,,,,,,,,
150,Europe,Europe,Region,154,Y,,Northern Europe,Northern Europe,Europe septentrionale,,,,,,,Y,2,Y,,,,,,,,,,,,,,,,,,,,,,,,
150,Europe,Europe,Region,155,Y,,Western Europe,Western Europe,Europe occidentale,,,,,,,Y,2,Y,,,,,,,,,,,,,,,,,,,,,,,,
30,Eastern Asia,Asie orientale,Area,156,Y,CHN,China,China,Chine,20464,Beijing,Beijing,CNY,Yuan Renminbi (CNY),yuan (CNY),Y,2,Y,840,United States,États-Unis,410,Rep. of Korea,République de Corée,344,"China, Hong Kong SAR","Chine, RAS Hong Kong",392,Japan,Japon,392,Japan,Japon,490,Asia nes,Asie nsa,S,The special trade system. See the technical notes for an explanation of the trade systems.,Le système du commerce spécial. Voir les Notes techniques pour une explication des Systèmes de commerce.,TF,Arrivals of non-resident tourists at national borders.,Arrivées de touristes non résidents aux frontières nationales.
,,,Area,157,Y,,China (inc. Taiwan province),[use code 156 and footnote],[use code 156 and footnote],,,,,,,N,-1,N,,,,,,,,,,,,,,,,,,,,,,,,
30,Eastern Asia,Asie orientale,Area,158,Y,TWN,Taiwan province of China,Other non-specified areas,Autres zones non-spécifiées,895000149,Taibei,Taibei,TWD,New Taiwan Dollar (TWD),nouv. dollar de Taïwan (TWD),Y,2,Y,156,China,Chine,156,China,Chine,344,"China, Hong Kong SAR","Chine, RAS Hong Kong",392,Japan,Japon,840,United States,États-Unis,840,United States,États-Unis,,,,VF,Arrivals of non-resident visitors at national borders.,Arrivées de visiteurs non résidents aux frontières nationales.
,,,Group,160,N,,South-Eastern Europe,South-Eastern Europe,Europe centrale et de l'est,,,,,,,Y,1,N,,,,,,,,,,,,,,,,,,,,,,,,
,,,Group,161,Y,,South-Eastern Europe & CIS,South-Eastern Europe,,,,,,,,Y,1,N,,,,,,,,,,,,,,,,,,,,,,,,
53,Oceania,Océanie,Area,162,Y,CXR,Christmas Island,Christmas Island,Île Christmas,,,,AUD,Australian dollar (AUD),dollar australien (AUD),Y,2,Y,,,,,,,,,,,,,,,,,,,,,,,,
53,Oceania,Océanie,Area,166,Y,CCK,Cocos (Keeling) Islands,Cocos (Keeling) Islands,Îles des Cocos (Keeling),,,,AUD,Australian dollar (AUD),dollar australien (AUD),Y,2,Y,,,,,,,,,,,,,,,,,,,,,,,,
5,South America,Amérique du Sud,Area,170,Y,COL,Colombia,Colombia,Colombie,20837,Bogota,Bogota,COP,Colombian Peso (COP),peso colombien (COP),Y,2,Y,840,United States,États-Unis,840,United States,États-Unis,591,Panama,Panama,156,China,Chine,156,China,Chine,484,Mexico,Mexique,G,The general trade system. See the technical notes for an explanation of the trade systems.,Le système du commerce général. Voir les Notes techniques pour une explication des Systèmes de commerce.,TF,Arrivals of non-resident tourists at national borders.,Arrivées de touristes non résidents aux frontières nationales.
,,,Group,171,Y,,Common Market for Eastern and Southern Africa (COMESA),COMESA§,COMESA§,,,,,,,Y,2,Y,,,,,,,,,,,,,,,,,,,,,,,,
,,,Group,172,Y,,Commonwealth of Independent States (CIS),CIS§,CEI§,,,,,,,Y,2,Y,,,,,,,,,,,,,,,,,,,,,,,,
,,,Group,173,N,,CIS in Europe,CIS Europe§,CEI Europe§ ,,,,,,,Y,1,N,,,,,,,,,,,,,,,,,,,,,,,,
14,Eastern Africa,Afrique orientale,Area,174,Y,COM,Comoros,Comoros,Comores,20847,Moroni,Moroni,KMF,Comorian Franc (KMF),franc comorien (KMF),Y,2,Y,356,India,Inde,834,United Rep. of Tanzania,Rép.-Unie Tanzanie,250,France,France,156,China,Chine,276,Germany,Allemagne,250,France,France,S,The special trade system. See the technical notes for an explanation of the trade systems.,Le système du commerce spécial. Voir les Notes techniques pour une explication des Systèmes de commerce.,TF,Arrivals of non-resident tourists at national borders.,Arrivées de touristes non résidents aux frontières nationales.
14,Eastern Africa,Afrique orientale,Area,175,Y,MYT,Mayotte,Mayotte,Mayotte,205636,Mamoudzou,Mamoudzou,EUR,Euro (EUR),euro (EUR),Y,2,Y,,,,,,,,,,,,,,,,,,,G,The general trade system. See the technical notes for an explanation of the trade systems.,Le système du commerce général. Voir les Notes techniques pour une explication des Systèmes de commerce.,,,
,,,Group,176,N,,CIS in Asia,CIS Asia§ ,CEI Asie§ ,,,,,,,Y,1,N,,,,,,,,,,,,,,,,,,,,,,,,
17,Middle Africa,Afrique centrale,Area,178,Y,COG,Congo,Congo,Congo,20848,Brazzaville,Brazzaville,XAF,"CFA Franc, BEAC (XAF)","franc CFA, BEAC (XAF)",Y,2,Y,156,China,Chine,334,Heard Island and McDonald Islands,Île Heard-et-Îles MacDonald,724,Spain,Espagne,516,Namibia,Namibie,24,Angola,Angola,250,France,France,S,The special trade system. See the technical notes for an explanation of the trade systems.,Le système du commerce spécial. Voir les Notes techniques pour une explication des Systèmes de commerce.,TF,Arrivals of non-resident tourists at national borders.,Arrivées de touristes non résidents aux frontières nationales.
17,Middle Africa,Afrique centrale,Area,180,Y,COD,Democratic Republic of the Congo,Dem. Rep. of the Congo,Rép. dém. du Congo,20853,Kinshasa,Kinshasa,CDF,Congolese Franc (CDF),franc congolais (CDF),Y,2,Y,156,China,Chine,156,China,Chine,894,Zambia,Zambie,710,South Africa,Afrique du Sud,410,Rep. of Korea,République de Corée,894,Zambia,Zambie,S,The special trade system. See the technical notes for an explanation of the trade systems.,Le système du commerce spécial. Voir les Notes techniques pour une explication des Systèmes de commerce.,TF,Arrivals of non-resident tourists at national borders.,Arrivées de touristes non résidents aux frontières nationales.
61,Polynesia,Polynésie,Area,184,Y,COK,Cook Islands,Cook Islands,Îles Cook,20860,Avarua,Avarua,NZD,New Zealand Dollar (NZD),dollar néo-zélandais (NZD),Y,2,Y,392,Japan,Japon,554,New Zealand,Nouvelle-Zélande,156,China,Chine,242,Fiji,Fidji,764,Thailand,Thaïlande,380,Italy,Italie,G,The general trade system. See the technical notes for an explanation of the trade systems.,Le système du commerce général. Voir les Notes techniques pour une explication des Systèmes de commerce.,TF,Arrivals of non-resident tourists at national borders.,Arrivées de touristes non résidents aux frontières nationales.
,,,Area,185,Y,,Cook Islands-Niue,Cook Islands-Niue,Iles Cook-Nioué,,,,AUD,Australian dollar (AUD),dollar australien (AUD),N,-1,N,,,,,,,,,,,,,,,,,,,,,,,,
13,Central America,Amérique centrale,Area,188,Y,CRI,Costa Rica,Costa Rica,Costa Rica,20861,San José,San José,CRC,Costa Rican Colon (CRC),colon costaricien (CRC),Y,2,Y,840,United States,États-Unis,840,United States,États-Unis,56,Belgium,Belgique,156,China,Chine,528,Netherlands,Pays-Bas,484,Mexico,Mexique,S,The special trade system. See the technical notes for an explanation of the trade systems.,Le système du commerce spécial. Voir les Notes techniques pour une explication des Systèmes de commerce.,TF,Arrivals of non-resident tourists at national borders.,Arrivées de touristes non résidents aux frontières nationales.
,,,Group,190,Y,,Council for Mutual Economic Assistance (CMEA),Country Programmes,"Programmes, pays",,,,,,,N,2,N,,,,,,,,,,,,,,,,,,,,,,,,
39,Southern Europe,Europe méridionale,Area,191,Y,HRV,Croatia,Croatia,Croatie,20865,Zagreb,Zagreb,HRK,Kuna (HRK),kuna (HRK),Y,2,Y,380,Italy,Italie,276,Germany,Allemagne,276,Germany,Allemagne,380,Italy,Italie,705,Slovenia,Slovénie,705,Slovenia,Slovénie,G,The general trade system. See the technical notes for an explanation of the trade systems.,Le système du commerce général. Voir les Notes techniques pour une explication des Systèmes de commerce.,TCE,Arrivals of non-resident tourists in all types of tourism accommodation establishments.,Arrivées de touristes non résidents dans tous les types d'établissements d'hébergement touristique.
29,Caribbean,Caraïbes,Area,192,Y,CUB,Cuba,Cuba,Cuba,20870,Havana,La Havane,CUP,Cuban Peso (CUP),peso cubain (CUP),Y,2,Y,156,China,Chine,156,China,Chine,124,Canada,Canada,724,Spain,Espagne,724,Spain,Espagne,484,Mexico,Mexique,S,The special trade system. See the technical notes for an explanation of the trade systems.,Le système du commerce spécial. Voir les Notes techniques pour une explication des Systèmes de commerce.,TF,Arrivals of non-resident tourists at national borders.,Arrivées de touristes non résidents aux frontières nationales.
